s_id,s_nm,s_tenabili,s_wno,s_hh,s_pop,s_zno,s_addr,s_lat,s_lon,u_id,u_zno,u_wno,u_nm,u_addr,u_lat,u_lon,qneat_dist
S7-79-6,"Venkateswara Nagar
Extension",Tenable,79,496,1841,7,"Venkateswara Nagar
Extension, Ward 79, AMBATTUR, Chennai, Tamil Nadu, India",13.133094,80.1498362,UPHC55,7,79,Oragadam,"Urban Primary Health Centre, Oragadam, No 26; Gandhi High Road; Oragadam; Ambattur; Chennai  50",13.1216612,80.1514609,1709.30481
S7-79-3,Lakshmi Amman Nagar,Untenable,79,296,1057,7,"Lakshmi Amman Nagar, Ward 79, AMBATTUR, Chennai, Tamil Nadu, India",13.1349953,80.152976,UPHC55,7,79,Oragadam,"Urban Primary Health Centre, Oragadam, No 26; Gandhi High Road; Oragadam; Ambattur; Chennai  50",13.1216612,80.1514609,1647.971954
S7-79-1,Oragadam,Tenable,79,749,2698,7,"Oragadam, Ward 79, AMBATTUR, Chennai, Tamil Nadu, India",13.1375403,80.1539697,UPHC55,7,79,Oragadam,"Urban Primary Health Centre, Oragadam, No 26; Gandhi High Road; Oragadam; Ambattur; Chennai  50",13.1216612,80.1514609,1940.371704
S7-82-15,"Menambedu, Munusamy Koil Street",Tenable,82,186,609,7,"Menambedu, Munusamy Koil Street, Ward 82, AMBATTUR, Chennai, Tamil Nadu, India",13.1206712,80.1647503,UPHC56,7,80,Meenabedu,"Urban Primary Health Centre, Meenabedu, No 1 Kvk Samy Street; Siddha Oragadam; Ambattur; Chennai 53",13.1243841,80.1613282,693.526681
S7-82-16,"Menambedu, Sabari Iyyappan Nagar",Tenable,82,101,351,7,"Menambedu, Sabari Iyyappan Nagar, Ward 82, AMBATTUR, Chennai, Tamil Nadu, India",13.1206712,80.1647503,UPHC56,7,80,Meenabedu,"Urban Primary Health Centre, Meenabedu, No 1 Kvk Samy Street; Siddha Oragadam; Ambattur; Chennai 53",13.1243841,80.1613282,693.526681
S7-82-17,"Menambedu,  Indian Bank Colony",Untenable,82,58,189,7,"Menambedu,  Indian Bank Colony, Ward 82, AMBATTUR, Chennai, Tamil Nadu, India",13.1206712,80.1647503,UPHC56,7,80,Meenabedu,"Urban Primary Health Centre, Meenabedu, No 1 Kvk Samy Street; Siddha Oragadam; Ambattur; Chennai 53",13.1243841,80.1613282,693.526681
S7-79-4,S.V.Nagar,Tenable,79,353,1258,7,"S.V.Nagar, Ward 79, AMBATTUR, Chennai, Tamil Nadu, India",13.1303062,80.1573763,UPHC56,7,80,Meenabedu,"Urban Primary Health Centre, Meenabedu, No 1 Kvk Samy Street; Siddha Oragadam; Ambattur; Chennai 53",13.1243841,80.1613282,1044.789052
S7-82-20,Kalli Kuppam,Tenable,82,110,361,7,"Kalli Kuppam, Ward 82, AMBATTUR, Chennai, Tamil Nadu, India",13.136693,80.169371,UPHC56,7,80,Meenabedu,"Urban Primary Health Centre, Meenabedu, No 1 Kvk Samy Street; Siddha Oragadam; Ambattur; Chennai 53",13.1243841,80.1613282,1951.613338
S7-82-14,"Kallikuppam,  Sakthi Nagar",Tenable,82,101,315,7,"Kallikuppam,  Sakthi Nagar, Ward 82, AMBATTUR, Chennai, Tamil Nadu, India",13.1376946,80.167627,UPHC56,7,80,Meenabedu,"Urban Primary Health Centre, Meenabedu, No 1 Kvk Samy Street; Siddha Oragadam; Ambattur; Chennai 53",13.1243841,80.1613282,1872.953743
S7-82-11,"Kallikuppam, Srinivasa Nagar",Tenable,82,63,203,7,"Kallikuppam, Srinivasa Nagar, Ward 82, AMBATTUR, Chennai, Tamil Nadu, India",13.1398583,80.1683246,UPHC56,7,80,Meenabedu,"Urban Primary Health Centre, Meenabedu, No 1 Kvk Samy Street; Siddha Oragadam; Ambattur; Chennai 53",13.1243841,80.1613282,2210.645569
S7-85-50,"Kamarajapuram , Part II",Tenable,85,369,1374,7,"Kamarajapuram , Part II, Ward 85, AMBATTUR, Chennai, Tamil Nadu, India",13.1069309,80.1547203,UPHC57,7,81,Venkatapuram,"Urban Primary Health Centre, Venkatapuram, South Park Street; Chennai 53",13.1176818,80.1535978,1631.814808
S7-85-51,"Kamarajapuram , Part I",Tenable,85,282,1073,7,"Kamarajapuram , Part I, Ward 85, AMBATTUR, Chennai, Tamil Nadu, India",13.1069309,80.1547203,UPHC57,7,81,Venkatapuram,"Urban Primary Health Centre, Venkatapuram, South Park Street; Chennai 53",13.1176818,80.1535978,1631.814808
S7-85-53,"Kamarajapuram , Sugadhara Paniyalar Kudiyiruppu",Tenable,85,121,496,7,"Kamarajapuram , Sugadhara Paniyalar Kudiyiruppu, Ward 85, AMBATTUR, Chennai, Tamil Nadu, India",13.1069309,80.1547203,UPHC57,7,81,Venkatapuram,"Urban Primary Health Centre, Venkatapuram, South Park Street; Chennai 53",13.1176818,80.1535978,1631.814808
S7-85-55,M.K.B Nagar,Tenable,85,529,1964,7,"M.K.B Nagar, Ward 85, AMBATTUR, Chennai, Tamil Nadu, India",13.1070595,80.1487895,UPHC57,7,81,Venkatapuram,"Urban Primary Health Centre, Venkatapuram, South Park Street; Chennai 53",13.1176818,80.1535978,1728.752703
S7-85-57,Shivanantha Nagar,Tenable,85,481,1685,7,"Shivanantha Nagar, Ward 85, AMBATTUR, Chennai, Tamil Nadu, India",13.1071398,80.1508828,UPHC57,7,81,Venkatapuram,"Urban Primary Health Centre, Venkatapuram, South Park Street; Chennai 53",13.1176818,80.1535978,1471.353173
S7-85-52,Dobi Colony,Tenable,85,257,976,7,"Dobi Colony, Ward 85, AMBATTUR, Chennai, Tamil Nadu, India",13.1074979,80.1537504,UPHC57,7,81,Venkatapuram,"Urban Primary Health Centre, Venkatapuram, South Park Street; Chennai 53",13.1176818,80.1535978,1467.672276
S7-85-49,Ramapuram,Tenable,85,218,794,7,"Ramapuram, Ward 85, AMBATTUR, Chennai, Tamil Nadu, India",13.1097793,80.1547203,UPHC57,7,81,Venkatapuram,"Urban Primary Health Centre, Venkatapuram, South Park Street; Chennai 53",13.1176818,80.1535978,1148.163558
S7-85-56,Teachers Colony,Tenable,85,563,1962,7,"Teachers Colony, Ward 85, AMBATTUR, Chennai, Tamil Nadu, India",13.1106736,80.150185,UPHC57,7,81,Venkatapuram,"Urban Primary Health Centre, Venkatapuram, South Park Street; Chennai 53",13.1176818,80.1535978,1183.722892
S7-81-9,Indira Nagar,Tenable,81,372,1266,7,"Indira Nagar, Ward 81, AMBATTUR, Chennai, Tamil Nadu, India",13.1153159,80.1505339,UPHC57,7,81,Venkatapuram,"Urban Primary Health Centre, Venkatapuram, South Park Street; Chennai 53",13.1176818,80.1535978,615.7245608
S7-84-40,"Pattravakkam, Yadavel Street",Tenable,84,37,123,7,"Pattravakkam, Yadavel Street, Ward 84, AMBATTUR, Chennai, Tamil Nadu, India",13.1070009,80.1699687,UPHC58,7,83,Korattur,"Urban Primary Health Centre, Korattur, No 32; Tnhb Street; 32Nd; Pakthavatchalam School Back Side; Korattur Ambattur; Chennai  50",13.119333,80.1679105,2380.2144
S7-84-43,"Pattravakkam, Kanniyamman Koil Street",Tenable,84,122,390,7,"Pattravakkam, Kanniyamman Koil Street, Ward 84, AMBATTUR, Chennai, Tamil Nadu, India",13.1103786,80.1686165,UPHC58,7,83,Korattur,"Urban Primary Health Centre, Korattur, No 32; Tnhb Street; 32Nd; Pakthavatchalam School Back Side; Korattur Ambattur; Chennai  50",13.119333,80.1679105,2385.6304
S7-84-44,"Pattravakkam, Kannan Koil Street",Tenable,84,66,236,7,"Pattravakkam, Kannan Koil Street, Ward 84, AMBATTUR, Chennai, Tamil Nadu, India",13.1104727,80.1675051,UPHC58,7,83,Korattur,"Urban Primary Health Centre, Korattur, No 32; Tnhb Street; 32Nd; Pakthavatchalam School Back Side; Korattur Ambattur; Chennai  50",13.119333,80.1679105,2471.694957
S7-84-39,"Pattravakkam, Mariyamman Koil Street",Untenable,84,67,198,7,"Pattravakkam, Mariyamman Koil Street, Ward 84, AMBATTUR, Chennai, Tamil Nadu, India",13.1105817,80.1686486,UPHC58,7,83,Korattur,"Urban Primary Health Centre, Korattur, No 32; Tnhb Street; 32Nd; Pakthavatchalam School Back Side; Korattur Ambattur; Chennai  50",13.119333,80.1679105,2407.877747
S7-83-28,Sivalingapuram,Tenable,83,147,481,7,"Sivalingapuram, Ward 83, AMBATTUR, Chennai, Tamil Nadu, India",13.1138563,80.1868091,UPHC58,7,83,Korattur,"Urban Primary Health Centre, Korattur, No 32; Tnhb Street; 32Nd; Pakthavatchalam School Back Side; Korattur Ambattur; Chennai  50",13.119333,80.1679105,2414.45131
S7-82-18,"Karukku , New Street",Tenable,82,112,349,7,"Karukku , New Street, Ward 82, AMBATTUR, Chennai, Tamil Nadu, India",13.11713,80.1708936,UPHC58,7,83,Korattur,"Urban Primary Health Centre, Korattur, No 32; Tnhb Street; 32Nd; Pakthavatchalam School Back Side; Korattur Ambattur; Chennai  50",13.119333,80.1679105,504.0619722
S7-82-19,"Karukku , Old Street",Tenable,82,108,336,7,"Karukku , Old Street, Ward 82, AMBATTUR, Chennai, Tamil Nadu, India",13.1188516,80.1712952,UPHC58,7,83,Korattur,"Urban Primary Health Centre, Korattur, No 32; Tnhb Street; 32Nd; Pakthavatchalam School Back Side; Korattur Ambattur; Chennai  50",13.119333,80.1679105,428.8929913
S7-82-12,"Kallikuppam, Gangai Nagar",Untenable,82,61,186,7,"Kallikuppam, Gangai Nagar, Ward 82, AMBATTUR, Chennai, Tamil Nadu, India",13.132094,80.17181,UPHC58,7,83,Korattur,"Urban Primary Health Centre, Korattur, No 32; Tnhb Street; 32Nd; Pakthavatchalam School Back Side; Korattur Ambattur; Chennai  50",13.119333,80.1679105,1691.137852
S7-82-13,"Kallikuppam,  Muthamil Nagar",Tenable,82,92,270,7,"Kallikuppam,  Muthamil Nagar, Ward 82, AMBATTUR, Chennai, Tamil Nadu, India",13.1324522,80.1736169,UPHC58,7,83,Korattur,"Urban Primary Health Centre, Korattur, No 32; Tnhb Street; 32Nd; Pakthavatchalam School Back Side; Korattur Ambattur; Chennai  50",13.119333,80.1679105,1945.174015
S3-24-16,Annai Indira Nagar,Tenable,24,739,2993,3,"Annai Indira Nagar, Ward 24, MADHAVARAM, Chennai, Tamil Nadu, India",13.1428196,80.1805318,UPHC58,7,83,Korattur,"Urban Primary Health Centre, Korattur, No 32; Tnhb Street; 32Nd; Pakthavatchalam School Back Side; Korattur Ambattur; Chennai  50",13.119333,80.1679105,3328.085735
S7-86-61,"Athipet , Periya Colony",Tenable,86,210,670,7,"Athipet , Periya Colony, Ward 86, AMBATTUR, Chennai, Tamil Nadu, India",13.0895523,80.1564646,UPHC60,7,86,Athipet,"Urban Primary Health Centre, Athipet, Chinna Colony; Athipet;Ambattur; Chennai  53",13.091333,80.1593008,860.92163
S7-86-60,"Athipet , Chinna Colony",Tenable,86,231,759,7,"Athipet , Chinna Colony, Ward 86, AMBATTUR, Chennai, Tamil Nadu, India",13.0955964,80.1525405,UPHC60,7,86,Athipet,"Urban Primary Health Centre, Athipet, Chinna Colony; Athipet;Ambattur; Chennai  53",13.091333,80.1593008,1277.752706
S7-86-62,Ambattur Kuppam,Tenable,86,203,631,7,"Ambattur Kuppam, Ward 86, AMBATTUR, Chennai, Tamil Nadu, India",13.09581,80.1557541,UPHC60,7,86,Athipet,"Urban Primary Health Centre, Athipet, Chinna Colony; Athipet;Ambattur; Chennai  53",13.091333,80.1593008,1000.434777
S7-86-63,Athipet Kuppam,Tenable,86,67,209,7,"Athipet Kuppam, Ward 86, AMBATTUR, Chennai, Tamil Nadu, India",13.0970153,80.1561157,UPHC60,7,86,Athipet,"Urban Primary Health Centre, Athipet, Chinna Colony; Athipet;Ambattur; Chennai  53",13.091333,80.1593008,1995.596475
S7-85-54,Mangalapuram,Tenable,85,469,1700,7,"Mangalapuram, Ward 85, AMBATTUR, Chennai, Tamil Nadu, India",13.1030858,80.165883,UPHC60,7,86,Athipet,"Urban Primary Health Centre, Athipet, Chinna Colony; Athipet;Ambattur; Chennai  53",13.091333,80.1593008,2048.02938
S7-84-42,"Pattravakkam, Braminar Street",Tenable,84,89,292,7,"Pattravakkam, Braminar Street, Ward 84, AMBATTUR, Chennai, Tamil Nadu, India",13.1073021,80.167145,UPHC60,7,86,Athipet,"Urban Primary Health Centre, Athipet, Chinna Colony; Athipet;Ambattur; Chennai  53",13.091333,80.1593008,2524.604199
S8-99-20,Satya sai Nagar New 2,untenable,99,188,664,8,"Satya sai Nagar New 2, Ward 99, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0861352,80.2032262,UPHC61,7,89,Padi Round Building,"Urban Primary Health Centre, Padi Round Building, Tvs Avenue Main Road; Near Ch Public School; Chennai  101",13.089278,80.1884204,1874.169434
S8-99-23,Satya sai Nagar New 1,untenable,99,159,539,8,"Satya sai Nagar New 1, Ward 99, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0861352,80.2032262,UPHC61,7,89,Padi Round Building,"Urban Primary Health Centre, Padi Round Building, Tvs Avenue Main Road; Near Ch Public School; Chennai  101",13.089278,80.1884204,1874.169434
S7-88-69,Dever Nagar,Tenable,88,157,595,7,"Dever Nagar, Ward 88, AMBATTUR, Chennai, Tamil Nadu, India",13.0917969,80.1882371,UPHC61,7,89,Padi Round Building,"Urban Primary Health Centre, Padi Round Building, Tvs Avenue Main Road; Near Ch Public School; Chennai  101",13.089278,80.1884204,477.4407173
S7-84-37,"Koratur, Pothiyamman Koil Street",Tenable,84,190,629,7,"Koratur, Pothiyamman Koil Street, Ward 84, AMBATTUR, Chennai, Tamil Nadu, India",13.1021419,80.1784392,UPHC61,7,89,Padi Round Building,"Urban Primary Health Centre, Padi Round Building, Tvs Avenue Main Road; Near Ch Public School; Chennai  101",13.089278,80.1884204,2852.67168
S7-84-35,"Koratur, Chavadi Street",Tenable,84,44,134,7,"Koratur, Chavadi Street, Ward 84, AMBATTUR, Chennai, Tamil Nadu, India",13.1030148,80.1815607,UPHC61,7,89,Padi Round Building,"Urban Primary Health Centre, Padi Round Building, Tvs Avenue Main Road; Near Ch Public School; Chennai  101",13.089278,80.1884204,2520.283999
S7-84-32,"Koratur, Station Road",Untenable,84,67,202,7,"Koratur, Station Road, Ward 84, AMBATTUR, Chennai, Tamil Nadu, India",13.1030608,80.1794,UPHC61,7,89,Padi Round Building,"Urban Primary Health Centre, Padi Round Building, Tvs Avenue Main Road; Near Ch Public School; Chennai  101",13.089278,80.1884204,2759.510857
S7-93-83,PadiKuppam,Untenable,93,364,1416,7,"PadiKuppam, Ward 93, AMBATTUR, Chennai, Tamil Nadu, India",13.0769339,80.1895988,UPHC63,7,93,Mugappair East,"Urban Primary Health Centre, Mugappair East, Veeramamunivar Street; Mugappair; Chennai  37",13.0822911,80.1860916,1297.504344
S8-94-1,Rajamangalam,Tenable,94,651,2554,8,"Rajamangalam, Ward 94, ANNA NAGAR, Chennai, Tamil Nadu, India",13.1120692,80.2052895,UPHC64,8,94,Rajamangalam,"Urban Primary Health Centre, Rajamangalam, 36; Rajamangalam Ist Main Rd; Villivakkam; Chennai  49",13.1155606,80.2009719,758.1657541
S7-83-30,"Agraharam, Kandigai",Tenable,83,68,224,7,"Agraharam, Kandigai, Ward 83, AMBATTUR, Chennai, Tamil Nadu, India",13.1183428,80.1923885,UPHC64,8,94,Rajamangalam,"Urban Primary Health Centre, Rajamangalam, 36; Rajamangalam Ist Main Rd; Villivakkam; Chennai  49",13.1155606,80.2009719,1551.012962
S8-94-9,Balaramapuram,Tenable,94,74,261,8,"Balaramapuram, Ward 94, ANNA NAGAR, Chennai, Tamil Nadu, India",13.1083621,80.1977404,UPHC65,8,95,Agathiyar Nagar,"Urban Primary Health Centre, Agathiyar Nagar, No1; Venugopal St; Villiwakkam; Chennai  49",13.1043441,80.2007607,766.5379549
S8-97-12,Solai 3rd Street,untenable,97,129,408,8,"Solai 3rd Street, Ward 97, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0899643,80.2296212,UPHC68,8,97,Ayanvaram,"Urban Primary Health Centre, Ayanvaram, United India Nagar; Ayanavaram; Chennai  23",13.0986751,80.2302478,1237.837809
S8-101-25,Annai Sathya Nagar,Tenable,101,39,154,8,"Annai Sathya Nagar, Ward 101, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0951916,80.2202802,UPHC68,8,97,Ayanvaram,"Urban Primary Health Centre, Ayanvaram, United India Nagar; Ayanavaram; Chennai  23",13.0986751,80.2302478,1558.464265
S10-127-45,Mettukulam,Tenable,127,325,1185,10,"Mettukulam, Ward 127, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.07406,80.19204,UPHC70,8,100,Aminjikarai West,"Urban Primary Health Centre, Aminjikarai West, 1; Pillaiyar Koil St; Naduvangarai; Chennai  40",13.0728642,80.1977678,821.8582232
S8-99-19,Thiruvenkadaiah Street,Tenable,99,265,933,8,"Thiruvenkadaiah Street, Ward 99, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0849557,80.2101342,UPHC71,8,101,Bharathi Puram,"Urban Primary Health Centre, Bharathi Puram, 4th St; Shenoy Nagar; Chennai  30",13.0787523,80.2204694,1815.901267
S8-107-48,Apparao Garden,untenable,107,265,929,8,"Apparao Garden, Ward 107, ANNA NAGAR, Chennai, Tamil Nadu, India",13.069331,80.2303261,UPHC72,8,101; 102,Shenoy Nagar,"Urban Primary Health Centre, Shenoy Nagar, 43; Pulla Avenue; Shenoy Nagar; Chennai  30",13.0745303,80.224757,1282.37075
S8-106-45,Vellala Theru,untenable,106,185,665,8,"Vellala Theru, Ward 106, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0730803,80.2262737,UPHC72,8,101; 102,Shenoy Nagar,"Urban Primary Health Centre, Shenoy Nagar, 43; Pulla Avenue; Shenoy Nagar; Chennai  30",13.0745303,80.224757,331.3623965
S8-103-28,Temple Street,Tenable,103,63,251,8,"Temple Street, Ward 103, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0802288,80.2343584,UPHC73,8,103,Kilpauk,"Urban Primary Health Centre, Kilpauk, No1; Temple St; New Avadi road; Kilpauk; Chennai  10",13.0802606,80.235777,244.2228037
S8-104-33,Sastri Nagar,Tenable,104,32,127,8,"Sastri Nagar, Ward 104, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0778405,80.2509504,UPHC74,8,104,Purasaiwakkam,"Urban Primary Health Centre, Purasaiwakkam, Sundharam pillai street;Purusaivakkam; Chennai  07",13.088729,80.2531632,1544.620707
S8-104-37,Ponnan Street,Tenable,104,71,278,8,"Ponnan Street, Ward 104, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0903561,80.2521839,UPHC74,8,104,Purasaiwakkam,"Urban Primary Health Centre, Purasaiwakkam, Sundharam pillai street;Purusaivakkam; Chennai  07",13.088729,80.2531632,276.3528423
S6-75-65,Venkatammal Samathi,Tenable,75,94,304,6,"Venkatammal Samathi, Ward 75, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.0913999,80.2526219,UPHC74,8,104,Purasaiwakkam,"Urban Primary Health Centre, Purasaiwakkam, Sundharam pillai street;Purusaivakkam; Chennai  07",13.088729,80.2531632,346.1508526
S6-75-62,Briklin Road,Un-Tenable,75,33,109,6,"Briklin Road, Ward 75, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.0919371,80.2510425,UPHC74,8,104,Purasaiwakkam,"Urban Primary Health Centre, Purasaiwakkam, Sundharam pillai street;Purusaivakkam; Chennai  07",13.088729,80.2531632,575.2517745
S9-109-4,Thiruvengadapuram,Tenable,109,81,281,9,"Thiruvengadapuram, Ward 109, TEY NAM PET, Chennai, Tamil Nadu, India",13.0656025,80.2286459,UPHC76,8,106,Aminjikarai East,"Urban Primary Health Centre, Aminjikarai East, Collectrate Colony 6th Cross St; Aminjikarai ; Chennai  29",13.0686451,80.2199833,1085.543815
S9-109-3,West Namachivaya puram,UnTenable,109,1025,3710,9,"West Namachivaya puram, Ward 109, TEY NAM PET, Chennai, Tamil Nadu, India",13.0674486,80.2303886,UPHC76,8,106,Aminjikarai East,"Urban Primary Health Centre, Aminjikarai East, Collectrate Colony 6th Cross St; Aminjikarai ; Chennai  29",13.0686451,80.2199833,1494.504873
S9-109-1,East Namachivaya puram,Untenable,109,933,3575,9,"East Namachivaya puram, Ward 109, TEY NAM PET, Chennai, Tamil Nadu, India",13.0675279,80.2324799,UPHC76,8,106,Aminjikarai East,"Urban Primary Health Centre, Aminjikarai East, Collectrate Colony 6th Cross St; Aminjikarai ; Chennai  29",13.0686451,80.2199833,1679.016145
S8-108-50,Azad Nagar,Tenable,108,158,589,8,"Azad Nagar, Ward 108, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0682104,80.2177969,UPHC76,8,106,Aminjikarai East,"Urban Primary Health Centre, Aminjikarai East, Collectrate Colony 6th Cross St; Aminjikarai ; Chennai  29",13.0686451,80.2199833,289.5631791
S9-110-5,Pushpa Nagar,Tenable,110,100,341,9,"Pushpa Nagar, Ward 110, TEY NAM PET, Chennai, Tamil Nadu, India",13.0588526,80.2384048,UPHC77,8,107,Chetpet,"Urban Primary Health Centre, Chetpet, No14  School Rd; Chetpet; Chennai  31",13.0719366,80.2438146,2212.772199
S10-142-38,"Kothavalchavadi street,  Sasthiri Nagar",Untenable,142,52,187,10,"Kothavalchavadi street,  Sasthiri Nagar, Ward 142, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0217622,80.216173,UPHC78,9,109,Periyar Nagar,"Urban Primary Health Centre, Periyar Nagar, 47/17;Sherfudeen St; Choolaimedu; Chennai  94",13.0248581,80.2196865,663.9580378
S10-142-39,"Kothavalchavadi street,  Tenament",Untenable,142,160,542,10,"Kothavalchavadi street,  Tenament , Ward 142, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0217622,80.216173,UPHC78,9,109,Periyar Nagar,"Urban Primary Health Centre, Periyar Nagar, 47/17;Sherfudeen St; Choolaimedu; Chennai  94",13.0248581,80.2196865,663.9580378
S10-139-81,Veethi Mariyamman Koil Street,Tenable,139,144,528,10,"Veethi Mariyamman Koil Street, Ward 139, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0272719,80.2123123,UPHC78,9,109,Periyar Nagar,"Urban Primary Health Centre, Periyar Nagar, 47/17;Sherfudeen St; Choolaimedu; Chennai  94",13.0248581,80.2196865,1241.065054
S10-139-8,Appadurai Street,Untenable,139,20,71,10,"Appadurai Street, Ward 139, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0275502,80.2130863,UPHC78,9,109,Periyar Nagar,"Urban Primary Health Centre, Periyar Nagar, 47/17;Sherfudeen St; Choolaimedu; Chennai  94",13.0248581,80.2196865,986.7978365
S10-139-14,Bharathi Block,Untenable,139,28,92,10,"Bharathi Block, Ward 139, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.028347,80.2129595,UPHC78,9,109,Periyar Nagar,"Urban Primary Health Centre, Periyar Nagar, 47/17;Sherfudeen St; Choolaimedu; Chennai  94",13.0248581,80.2196865,1096.641971
S9-113-9,Gangaikarai Puram,Untenable,113,341,1201,9,"Gangaikarai Puram, Ward 113, TEY NAM PET, Chennai, Tamil Nadu, India",13.0505203,80.2439809,UPHC80,9,"1,11,113",Thousand Lights,"Urban Primary Health Centre, Thousand Lights, 82; Azizmulk 2 Street; Thousand Light; Chennai  06",13.0555484,80.2523934,1816.985995
S9-113-11,Grama Street,Tenable,113,24,96,9,"Grama Street, Ward 113, TEY NAM PET, Chennai, Tamil Nadu, India",13.0536664,80.2464185,UPHC80,9,"1,11,113",Thousand Lights,"Urban Primary Health Centre, Thousand Lights, 82; Azizmulk 2 Street; Thousand Light; Chennai  06",13.0555484,80.2523934,1381.076692
S10-134-11,Aziz Nagar,Untenable,134,78,333,10,"Aziz Nagar, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0470923,80.2286459,UPHC81,9,112,Vadapalani East,"Urban Primary Health Centre, Vadapalani East, 1/3; Trustpuram Xth Street Kodampakkam Chennai  002",13.0490759,80.2297714,498.1300185
S10-134-3,Akbarabath,Untenable,134,157,615,10,"Akbarabath, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0510209,80.2289944,UPHC81,9,112,Vadapalani East,"Urban Primary Health Centre, Vadapalani East, 1/3; Trustpuram Xth Street Kodampakkam Chennai  002",13.0490759,80.2297714,325.7545009
S10-134-29,Kamarajar Colony,Tenable,134,1246,4956,10,"Kamarajar Colony, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0511915,80.2194087,UPHC81,9,112,Vadapalani East,"Urban Primary Health Centre, Vadapalani East, 1/3; Trustpuram Xth Street Kodampakkam Chennai  002",13.0490759,80.2297714,1406.455922
S10-134-1,60 Kudusai,Tenable,134,179,712,10,"60 Kudusai, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0521019,80.2255286,UPHC81,9,112,Vadapalani East,"Urban Primary Health Centre, Vadapalani East, 1/3; Trustpuram Xth Street Kodampakkam Chennai  002",13.0490759,80.2297714,813.8704665
S10-134-15,Chinna Raja Pillai Thottam,Tenable,134,544,2199,10,"Chinna Raja Pillai Thottam, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0521019,80.2255286,UPHC81,9,112,Vadapalani East,"Urban Primary Health Centre, Vadapalani East, 1/3; Trustpuram Xth Street Kodampakkam Chennai  002",13.0490759,80.2297714,813.8704665
S10-134-60,Puliyurpuram,Tenable,134,639,2560,10,"Puliyurpuram, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0521019,80.2255286,UPHC81,9,112,Vadapalani East,"Urban Primary Health Centre, Vadapalani East, 1/3; Trustpuram Xth Street Kodampakkam Chennai  002",13.0490759,80.2297714,813.8704665
S10-134-78,Valliyammal Thottam,Untenable,134,75,270,10,"Valliyammal Thottam, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0521019,80.2255286,UPHC81,9,112,Vadapalani East,"Urban Primary Health Centre, Vadapalani East, 1/3; Trustpuram Xth Street Kodampakkam Chennai  002",13.0490759,80.2297714,813.8704665
S10-134-76,United India Colony,Tenable,134,39,143,10,"United India Colony, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0526818,80.2258574,UPHC81,9,112,Vadapalani East,"Urban Primary Health Centre, Vadapalani East, 1/3; Trustpuram Xth Street Kodampakkam Chennai  002",13.0490759,80.2297714,773.6585317
S9-114-15,Victoria Hostel Backside,Untenable,114,204,822,9,"Victoria Hostel Backside, Ward 114, TEY NAM PET, Chennai, Tamil Nadu, India",13.059193,80.2796399,UPHC82,9,114,Community College,"Urban Primary Health Centre, Community College, Community Nursing College; 34; Arunachalam St; Chpak; Chennai  05",13.0636208,80.2757971,1117.998902
S9-114-14,Lock Nagar,Untenable,114,93,368,9,"Lock Nagar, Ward 114, TEY NAM PET, Chennai, Tamil Nadu, India",13.0665441,80.2820148,UPHC82,9,114,Community College,"Urban Primary Health Centre, Community College, Community Nursing College; 34; Arunachalam St; Chpak; Chennai  05",13.0636208,80.2757971,979.3436027
S9-125-56,Kailasapuram,Tenable,125,287,1078,9,"Kailasapuram, Ward 125, TEY NAM PET, Chennai, Tamil Nadu, India",13.0418159,80.2774294,UPHC88,9,119; 121,Krishnampet,"Urban Primary Health Centre, Krishnampet, No1; Meccapuram; Main Street; Chennai  5",13.0463778,80.2756877,824.4971928
S9-121-36,Rotary Nagar,Tenable,121,102,390,9,"Rotary Nagar, Ward 121, TEY NAM PET, Chennai, Tamil Nadu, India",13.0448945,80.2764715,UPHC88,9,119; 121,Krishnampet,"Urban Primary Health Centre, Krishnampet, No1; Meccapuram; Main Street; Chennai  5",13.0463778,80.2756877,284.4699115
